cpf_em_texto_14,cartao_mascarado,data,hora,valor,estabelecimento,ramo,tipo_transacao,adquirente,status
453.167.892-37,455926******1383,2026-02-14,04:29:25,28.45,Spotify,Assinaturas,Online,Cielo,Aprovada
702.315.894-41,430060******7209,2026-05-27,09:49:27,38.93,Shell,Combustível,Online,Stone,Aprovada
286.470.953-83,433218******6469,2026-06-05,13:07:20,23.63,Shell,Combustível,Presencial,Getnet,Aprovada
865.793.024-29,426444******1156,2026-03-01,08:26:34,42.21,iFood,Alimentação,Online,Cielo,Aprovada
147.386.920-03,423630******6897,2026-06-18,14:08:56,34.07,Apple,Tecnologia,Online,Stone,Aprovada
146.253.870-35,442293******3492,2026-02-19,18:37:11,105.08,Shell,Combustível,Online,PagSeguro,Aprovada
873.614.025-26,468349******1822,2026-03-30,06:40:39,33.32,Uber,Mobilidade,Presencial,Rede,Aprovada
374.260.589-56,473682******3018,2026-06-06,04:11:46,39.5,Spotify,Assinaturas,Online,Rede,Aprovada
290.678.354-47,429121******0414,2026-06-13,20:57:52,42.43,Decathlon,Esportes,Online,Stone,Aprovada
082.356.974-83,411928******7000,2026-05-05,14:01:49,25.55,Google,Tecnologia,Presencial,Rede,Aprovada
786.213.945-37,480920******9431,2026-04-24,04:43:17,20.3,Google,Tecnologia,Presencial,Getnet,Aprovada
102.674.853-44,487039******7417,2026-01-30,01:51:11,92.2,Pão de Açúcar,Supermercado,Presencial,Getnet,Aprovada
481.259.076-02,462820******6675,2026-01-07,19:13:02,15.01,Apple,Tecnologia,Presencial,Rede,Aprovada
934.867.502-83,405995******0824,2026-03-25,00:13:10,95.87,Loja Online X,E-commerce,Presencial,Stone,Aprovada
516.837.942-73,445086******0528,2026-01-02,14:36:39,31.06,Renner,Varejo,Presencial,PagSeguro,Aprovada
123.098.754-14,417688******7641,2026-04-27,06:35:55,10.11,Magalu,Varejo,Presencial,Stone,Aprovada
456.389.702-74,492921******3645,2026-02-03,18:19:35,21.73,Steam,Games,Presencial,Getnet,Aprovada
497.613.852-64,445720******9082,2026-03-27,14:49:50,21.81,Carrefour,Supermercado,Online,Rede,Aprovada
467.983.051-48,418762******3071,2026-05-02,18:17:19,77.41,PlayStation,Games,Presencial,Stone,Aprovada
061.382.574-80,491699******6823,2026-05-17,07:08:16,24.09,iFood,Alimentação,Online,Getnet,Aprovada
021.346.597-34,413794******7353,2026-05-25,19:12:13,31.04,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
928.546.730-00,462177******6000,2026-04-15,12:23:08,35.49,Mercado Livre,E-commerce,Online,Getnet,Aprovada
183.469.702-69,411166******0745,2026-04-11,19:08:24,69.92,Steam,Games,Online,Rede,Aprovada
183.469.702-69,411166******0745,2026-05-11,09:06:44,80.8,Renner,Varejo,Presencial,Stone,Aprovada
170.648.392-96,460771******9750,2026-01-15,00:24:27,122.97,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
516.983.047-57,485554******6767,2026-04-29,00:16:38,23.71,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
529.816.043-33,485962******6739,2026-05-26,16:21:17,33.0,Drogasil,Farmácia,Presencial,Rede,Aprovada
156.287.409-85,425245******2515,2026-03-29,09:49:58,28.52,Carrefour,Supermercado,Online,Rede,Negada
192.786.435-64,475848******0430,2026-03-08,20:40:54,71.02,Spotify,Assinaturas,Online,Rede,Aprovada
215.309.874-23,457119******3862,2026-04-29,23:46:33,11.23,Mercado Livre,E-commerce,Presencial,Getnet,Aprovada
195.268.307-68,472394******8331,2026-04-08,16:17:17,65.82,Spotify,Assinaturas,Presencial,Stone,Aprovada
537.428.190-97,453898******4144,2026-03-14,05:17:10,21.54,Raia,Farmácia,Presencial,Stone,Aprovada
104.965.823-05,425131******3360,2026-01-20,06:09:42,62.29,Shell,Combustível,Online,Rede,Aprovada
674.892.310-78,476245******3787,2026-03-13,17:57:49,33.13,iFood,Alimentação,Presencial,Stone,Aprovada
206.591.378-95,428819******4738,2026-03-05,21:40:38,43.61,Shell,Combustível,Online,Getnet,Aprovada
658.431.027-26,419951******3512,2026-04-05,17:56:33,38.97,Booking,Viagens,Online,PagSeguro,Aprovada
581.072.946-02,457129******8572,2026-02-13,06:35:40,28.75,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
671.398.025-21,497506******8662,2026-03-29,08:01:36,67.87,Booking,Viagens,Presencial,Getnet,Aprovada
032.679.584-74,418825******8627,2026-04-27,06:01:02,50.72,Eletrônicos Y,Tecnologia,Presencial,Rede,Aprovada
178.062.954-02,423830******7560,2026-06-10,23:56:54,22.15,Loja Online X,E-commerce,Online,Stone,Aprovada
726.340.981-03,404438******8657,2026-02-27,12:40:29,28.0,Google,Tecnologia,Presencial,Getnet,Aprovada
896.074.231-78,463565******3208,2026-06-28,10:22:52,34.75,Steam,Games,Presencial,Rede,Aprovada
839.067.241-31,420272******6422,2026-02-13,21:44:05,92.47,Carrefour,Supermercado,Presencial,Rede,Aprovada
106.345.278-35,453150******5503,2026-06-18,19:50:29,64.04,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
715.690.483-39,478572******6595,2026-06-26,11:42:33,51.99,Spotify,Assinaturas,Online,Rede,Negada
685.039.274-38,432170******9563,2026-03-14,06:32:46,15.53,Netshoes,Varejo,Online,Cielo,Aprovada
496.327.501-52,432153******5651,2026-05-13,10:49:08,69.52,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
368.409.271-13,484495******2155,2026-05-16,21:17:50,22.51,Uber,Mobilidade,Online,Rede,Aprovada
856.791.024-20,457785******3984,2026-01-17,00:20:58,32.4,PlayStation,Games,Presencial,Cielo,Aprovada
128.540.369-05,435318******0902,2026-02-05,01:08:44,17.07,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
791.054.826-58,470161******3727,2026-02-19,12:05:20,48.45,Carrefour,Supermercado,Presencial,Rede,Aprovada
403.798.561-66,455191******2284,2026-06-13,23:23:24,64.18,Drogasil,Farmácia,Presencial,Rede,Aprovada
791.054.826-58,470161******3727,2026-01-09,06:33:02,35.72,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
674.958.231-19,459255******0374,2026-02-18,18:06:41,36.98,LATAM,Viagens,Online,Getnet,Aprovada
873.614.025-26,468349******1822,2026-01-14,20:24:14,61.88,Mercado Livre,E-commerce,Presencial,PagSeguro,Aprovada
459.230.178-14,441274******4994,2026-04-11,19:37:59,71.14,LATAM,Viagens,Online,Cielo,Aprovada
678.243.950-65,420194******9962,2026-05-27,16:08:56,54.45,Shell,Combustível,Presencial,Cielo,Aprovada
015.384.796-48,486918******9538,2026-06-05,02:40:44,24.05,Apple,Tecnologia,Online,Cielo,Aprovada
472.013.859-41,498821******5927,2026-02-01,15:19:57,51.38,Google,Tecnologia,Presencial,Cielo,Aprovada
319.052.647-80,427504******0883,2026-02-22,08:07:03,28.61,iFood,Alimentação,Online,Cielo,Aprovada
047.982.163-13,450205******3451,2026-03-03,19:29:23,8.58,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
795.648.231-37,490062******3964,2026-06-04,21:50:56,39.21,Renner,Varejo,Online,Rede,Aprovada
837.260.195-02,460426******4207,2026-05-29,18:38:21,106.14,Uber,Mobilidade,Online,Cielo,Aprovada
340.957.812-97,400762******9255,2026-05-15,08:26:40,16.14,Decathlon,Esportes,Presencial,Rede,Aprovada
932.540.876-74,406753******9123,2026-01-02,04:45:24,33.47,Decathlon,Esportes,Presencial,Stone,Aprovada
275.683.014-35,484693******1430,2026-04-24,20:28:33,75.32,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
716.340.598-75,480719******9191,2026-06-01,20:01:57,45.02,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
376.402.195-07,493992******5721,2026-04-07,04:32:34,117.19,Raia,Farmácia,Presencial,PagSeguro,Aprovada
902.371.465-25,470618******3155,2026-06-22,15:11:16,30.71,Spotify,Assinaturas,Online,Stone,Aprovada
386.501.742-80,476180******0209,2026-05-16,18:59:30,26.26,LATAM,Viagens,Presencial,Stone,Aprovada
596.807.432-92,438302******2154,2026-01-19,18:17:29,55.03,Raia,Farmácia,Presencial,Getnet,Aprovada
738.952.601-77,422058******3643,2026-03-25,20:24:49,17.55,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
510.983.742-23,462864******9743,2026-02-18,21:48:40,49.19,Raia,Farmácia,Presencial,Stone,Aprovada
861.042.579-76,496019******4757,2026-03-24,08:44:47,8.09,Eletrônicos Y,Tecnologia,Presencial,Stone,Negada
236.480.719-04,490251******0569,2026-05-04,21:51:13,35.06,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
671.954.803-48,411237******5347,2026-02-25,22:02:56,20.07,Drogasil,Farmácia,Online,PagSeguro,Aprovada
405.396.817-84,487766******5147,2026-03-25,06:29:53,205.84,Mercado Livre,E-commerce,Online,Stone,Aprovada
178.624.093-96,463544******0616,2026-04-19,11:26:43,37.91,Decathlon,Esportes,Online,Stone,Aprovada
958.402.167-20,408920******1623,2026-04-20,21:26:00,33.54,Google,Tecnologia,Online,Rede,Aprovada
912.083.457-88,432080******0198,2026-06-10,03:51:40,10.62,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
032.974.816-50,424462******7756,2026-05-20,12:14:40,34.24,Magalu,Varejo,Presencial,Getnet,Aprovada
317.805.926-12,425869******3793,2026-01-04,05:15:35,60.41,Decathlon,Esportes,Presencial,Stone,Aprovada
512.436.870-53,454251******5454,2026-01-22,18:01:58,27.31,Eletrônicos Y,Tecnologia,Presencial,Rede,Aprovada
297.360.584-92,472124******9206,2026-04-02,01:04:17,36.78,Booking,Viagens,Presencial,Rede,Aprovada
375.924.810-14,410175******3952,2026-02-06,19:53:26,17.8,Magalu,Varejo,Presencial,Cielo,Aprovada
260.185.497-94,434095******8960,2026-04-03,06:04:45,21.42,LATAM,Viagens,Online,PagSeguro,Aprovada
361.478.029-50,420114******9006,2026-03-17,11:05:10,29.24,iFood,Alimentação,Presencial,PagSeguro,Aprovada
293.874.501-04,453893******6458,2026-01-16,19:59:21,97.14,Steam,Games,Presencial,Cielo,Aprovada
364.821.579-55,488716******3161,2026-03-14,22:01:24,82.38,Shell,Combustível,Online,PagSeguro,Aprovada
791.054.826-58,470161******3727,2026-01-08,16:26:48,14.17,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
928.540.167-85,456578******0441,2026-01-01,17:51:04,64.89,Pão de Açúcar,Supermercado,Online,Cielo,Aprovada
180.736.294-96,419775******4624,2026-02-25,05:14:22,31.39,Decathlon,Esportes,Presencial,Cielo,Aprovada
324.567.190-34,420257******2238,2026-03-26,11:24:20,16.04,LATAM,Viagens,Presencial,Stone,Aprovada
649.203.578-00,414735******8438,2026-06-21,12:47:42,110.42,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
274.698.510-11,433774******7791,2026-03-21,12:27:12,17.58,Amazon BR,E-commerce,Presencial,Cielo,Aprovada
416.587.293-82,481630******8253,2026-05-06,22:51:02,57.48,LATAM,Viagens,Online,Stone,Aprovada
712.438.069-31,435410******9341,2026-06-11,01:02:15,51.52,Amazon BR,E-commerce,Online,Rede,Aprovada
745.619.803-93,490644******3292,2026-01-25,05:12:46,32.09,Netshoes,Varejo,Presencial,Stone,Negada
752.968.034-00,495734******8853,2026-06-26,14:25:11,106.05,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
408.912.657-67,441737******6611,2026-02-04,23:51:22,20.77,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
710.423.685-62,476793******9356,2026-05-11,14:07:29,114.59,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
345.602.871-71,429907******9833,2026-01-09,22:55:37,17.83,PlayStation,Games,Online,Rede,Aprovada
460.372.915-43,448927******9756,2026-04-20,14:38:01,24.34,Shell,Combustível,Online,Getnet,Aprovada
542.607.918-85,469363******4529,2026-03-06,04:46:38,35.87,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
108.365.942-15,498328******7661,2026-04-01,05:54:32,8.0,PlayStation,Games,Presencial,Cielo,Aprovada
792.134.680-40,453838******1744,2026-04-26,04:44:18,16.8,Netshoes,Varejo,Presencial,Stone,Aprovada
631.245.870-90,469255******0073,2026-01-06,22:08:42,8.0,Decathlon,Esportes,Online,Stone,Aprovada
508.146.729-49,470122******9434,2026-05-09,22:06:39,27.09,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
459.782.063-92,477405******0795,2026-03-06,16:53:53,21.58,Loja Online X,E-commerce,Online,Stone,Aprovada
269.087.153-02,493492******5332,2026-05-14,16:58:22,25.54,Renner,Varejo,Online,PagSeguro,Negada
084.359.712-79,497598******0584,2026-01-14,12:12:04,55.75,PlayStation,Games,Presencial,PagSeguro,Aprovada
642.573.091-99,487704******3344,2026-05-12,10:24:06,29.2,Drogasil,Farmácia,Online,Rede,Aprovada
561.347.209-25,445831******4781,2026-01-17,02:59:43,50.79,Apple,Tecnologia,Presencial,Getnet,Aprovada
209.643.857-83,410282******5121,2026-03-14,07:46:35,31.56,iFood,Alimentação,Presencial,Rede,Aprovada
416.823.507-62,491806******1545,2026-02-02,00:49:10,26.62,Spotify,Assinaturas,Presencial,Cielo,Aprovada
419.257.368-73,475320******5675,2026-05-23,20:49:24,34.13,Spotify,Assinaturas,Presencial,Stone,Aprovada
164.752.089-49,431413******3776,2026-06-24,07:06:03,33.03,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
852.479.301-50,447248******2099,2026-04-16,16:45:56,20.4,Raia,Farmácia,Presencial,Getnet,Aprovada
137.208.596-30,462833******3904,2026-02-13,16:46:42,14.05,Amazon BR,E-commerce,Online,Rede,Aprovada
079.862.451-58,433484******5842,2026-04-30,20:04:49,10.7,Drogasil,Farmácia,Presencial,Getnet,Aprovada
089.342.715-23,415754******8269,2026-02-22,18:47:41,45.25,Spotify,Assinaturas,Online,PagSeguro,Aprovada
562.890.417-11,406602******3403,2026-06-13,14:39:50,32.54,Mercado Livre,E-commerce,Online,PagSeguro,Aprovada
784.130.952-04,468554******3369,2026-03-23,17:08:05,36.12,iFood,Alimentação,Presencial,Rede,Aprovada
705.194.683-84,408660******4116,2026-03-21,18:44:47,36.89,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
709.254.316-99,415130******3125,2026-02-03,06:46:38,37.3,Drogasil,Farmácia,Presencial,Rede,Aprovada
109.365.482-15,428221******6012,2026-05-23,06:11:36,110.48,Steam,Games,Presencial,Rede,Aprovada
714.230.896-69,478981******3509,2026-01-21,12:42:00,15.11,Apple,Tecnologia,Presencial,Getnet,Aprovada
634.572.891-82,400399******9197,2026-04-24,15:02:38,28.22,Loja Online X,E-commerce,Presencial,PagSeguro,Aprovada
367.150.894-93,415480******3550,2026-06-18,18:26:03,22.58,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
280.694.137-78,485035******9515,2026-02-11,01:23:23,119.85,Carrefour,Supermercado,Presencial,Stone,Aprovada
036.594.827-65,418727******6061,2026-01-29,19:00:35,32.12,Magalu,Varejo,Presencial,Getnet,Aprovada
236.480.719-04,490251******0569,2026-05-20,03:45:30,105.63,Shell,Combustível,Presencial,Rede,Aprovada
614.793.820-78,494411******2341,2026-01-25,15:03:03,46.25,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
869.721.504-85,498243******2416,2026-01-28,16:34:39,22.44,Decathlon,Esportes,Online,Rede,Aprovada
306.521.874-71,407311******2992,2026-05-04,00:11:20,79.1,Shell,Combustível,Presencial,Stone,Aprovada
562.308.974-74,480577******1749,2026-06-12,21:45:16,47.48,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
104.965.823-05,425131******3360,2026-06-11,20:10:01,46.33,Loja Online X,E-commerce,Presencial,Rede,Aprovada
189.354.276-91,443778******6691,2026-01-04,01:41:20,16.64,iFood,Alimentação,Presencial,Rede,Aprovada
260.185.497-94,434095******8960,2026-03-03,19:57:24,14.05,Eletrônicos Y,Tecnologia,Presencial,Cielo,Aprovada
923.170.658-68,463387******9314,2026-05-15,19:41:46,10.72,Spotify,Assinaturas,Online,Getnet,Aprovada
209.643.857-83,410282******5121,2026-06-04,04:06:46,8.0,Spotify,Assinaturas,Presencial,Getnet,Aprovada
427.850.396-29,467926******5132,2026-01-27,14:10:06,38.62,Raia,Farmácia,Presencial,PagSeguro,Aprovada
961.278.530-95,417782******9050,2026-02-27,12:28:56,128.04,Spotify,Assinaturas,Presencial,Cielo,Aprovada
124.397.865-19,430208******5052,2026-06-30,12:17:30,47.38,Pão de Açúcar,Supermercado,Online,Rede,Aprovada
027.685.314-80,498962******5390,2026-05-28,03:33:48,45.74,Netshoes,Varejo,Online,Getnet,Aprovada
869.173.405-10,465205******2040,2026-02-09,09:19:25,39.12,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
530.849.216-60,462328******4689,2026-02-20,20:51:13,15.76,Apple,Tecnologia,Online,Cielo,Aprovada
935.761.280-77,407974******1759,2026-05-22,16:27:27,109.13,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
490.287.613-22,427058******3097,2026-04-22,11:48:21,30.83,Raia,Farmácia,Presencial,PagSeguro,Aprovada
549.706.138-93,405759******4343,2026-05-21,11:41:44,119.26,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
351.847.609-20,401088******4720,2026-01-23,01:22:43,44.45,Raia,Farmácia,Online,Rede,Aprovada
285.340.961-98,456806******8994,2026-03-13,02:12:39,36.5,Spotify,Assinaturas,Presencial,Stone,Aprovada
538.742.916-00,438347******1952,2026-01-14,21:19:02,25.56,Raia,Farmácia,Online,PagSeguro,Aprovada
327.984.156-91,495419******0526,2026-03-01,12:21:06,56.88,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
312.804.795-23,471307******8160,2026-01-10,19:49:52,32.05,Eletrônicos Y,Tecnologia,Online,Cielo,Aprovada
138.250.946-42,490323******0666,2026-05-24,12:24:23,110.27,Amazon BR,E-commerce,Online,Rede,Aprovada
527.861.490-02,435356******5492,2026-01-03,08:02:23,171.8,Steam,Games,Presencial,Rede,Aprovada
198.647.320-13,416084******2235,2026-03-13,21:41:57,95.71,Spotify,Assinaturas,Online,Cielo,Aprovada
254.976.031-06,497064******4166,2026-03-22,07:54:28,41.95,PlayStation,Games,Presencial,Cielo,Negada
178.392.560-40,496544******2161,2026-03-06,06:08:02,55.1,Shell,Combustível,Presencial,Getnet,Aprovada
275.683.014-35,484693******1430,2026-06-23,06:38:23,42.47,Mercado Livre,E-commerce,Online,Getnet,Aprovada
529.816.043-33,485962******6739,2026-02-03,20:24:47,28.28,Shell,Combustível,Presencial,PagSeguro,Aprovada
814.297.653-64,417787******2130,2026-05-04,22:08:18,20.59,Shell,Combustível,Online,Stone,Aprovada
651.409.387-66,431223******0493,2026-03-30,07:59:03,39.91,Amazon BR,E-commerce,Online,Rede,Aprovada
791.402.635-25,428768******6735,2026-01-31,14:19:00,23.28,Steam,Games,Presencial,PagSeguro,Aprovada
049.267.813-87,473983******0186,2026-06-15,22:57:55,43.29,Google,Tecnologia,Presencial,Cielo,Negada
965.471.302-07,483195******8635,2026-02-09,12:33:03,46.78,PlayStation,Games,Presencial,Rede,Aprovada
687.321.490-69,436849******2707,2026-04-12,12:31:06,42.27,Steam,Games,Online,Stone,Aprovada
145.230.768-71,426104******1076,2026-01-07,11:02:42,16.04,Apple,Tecnologia,Online,PagSeguro,Aprovada
249.538.670-92,429842******2859,2026-04-04,01:37:34,34.14,Mercado Livre,E-commerce,Online,Rede,Aprovada
673.981.425-28,497937******0520,2026-05-21,08:27:05,64.97,Google,Tecnologia,Presencial,Getnet,Aprovada
960.275.318-86,473348******2549,2026-06-11,06:52:59,13.63,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
321.564.907-16,423299******7580,2026-02-04,00:25:37,18.08,Uber,Mobilidade,Online,Rede,Aprovada
049.267.813-87,473983******0186,2026-04-28,12:10:04,64.07,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
109.365.482-15,428221******6012,2026-01-14,00:46:40,59.55,Loja Online X,E-commerce,Presencial,Cielo,Aprovada
031.926.785-77,427767******1373,2026-01-14,14:28:12,69.82,Amazon BR,E-commerce,Online,Cielo,Aprovada
935.486.107-57,474755******5579,2026-02-02,19:49:41,29.25,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
295.470.138-23,401287******5603,2026-04-17,06:07:33,93.84,Google,Tecnologia,Presencial,Stone,Aprovada
243.186.075-26,429088******5502,2026-05-10,20:27:57,80.28,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
468.729.051-58,430502******5702,2026-04-12,05:43:12,18.67,Netshoes,Varejo,Presencial,PagSeguro,Negada
874.695.032-00,478531******2067,2026-02-02,07:27:02,126.48,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
605.143.289-24,493532******0924,2026-01-09,16:22:32,65.72,Magalu,Varejo,Presencial,Rede,Aprovada
178.206.543-17,493389******1254,2026-05-17,21:40:27,120.93,Google,Tecnologia,Presencial,Getnet,Aprovada
201.356.497-06,407387******9963,2026-03-10,20:46:15,64.06,Drogasil,Farmácia,Presencial,Cielo,Aprovada
027.153.864-35,475839******4991,2026-02-12,04:43:32,18.23,Renner,Varejo,Online,Getnet,Aprovada
428.970.516-20,456499******1746,2026-01-29,15:26:23,43.36,Shell,Combustível,Online,PagSeguro,Aprovada
975.830.426-74,429776******2910,2026-02-23,15:47:34,25.49,Spotify,Assinaturas,Presencial,Rede,Aprovada
428.167.593-00,472073******9289,2026-03-14,14:52:43,15.83,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
467.032.598-10,427721******3000,2026-01-26,13:16:41,17.97,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
587.306.291-95,455095******8106,2026-03-17,03:21:57,18.38,Google,Tecnologia,Presencial,Cielo,Aprovada
534.196.820-42,411359******4146,2026-03-26,03:20:14,13.39,Decathlon,Esportes,Presencial,Cielo,Aprovada
598.312.076-02,416285******7904,2026-04-12,14:21:34,45.45,Uber,Mobilidade,Online,Rede,Aprovada
435.176.280-26,485033******0291,2026-02-19,18:10:02,134.97,LATAM,Viagens,Presencial,Rede,Aprovada
260.739.451-16,472887******5065,2026-03-06,17:31:37,27.9,Apple,Tecnologia,Presencial,Rede,Aprovada
102.365.489-05,446780******6707,2026-06-22,21:37:43,21.72,Shell,Combustível,Online,Rede,Aprovada
872.536.901-68,462574******3678,2026-01-24,14:00:29,15.28,Raia,Farmácia,Online,PagSeguro,Aprovada
290.347.561-06,458980******0969,2026-05-08,15:30:50,10.43,iFood,Alimentação,Online,PagSeguro,Aprovada
